"ID";"DutchEconomy";"Periods";"CO2_1";"N2O_2";"CH4_3";"GreenhouseGasEquivalents_4";"NOx_5";"SO2_6";"NH3_7";"AcidificationEquivalents_8";"CFK12Equivalents_9";"CO_10";"NMVOC_11";"PM10_12"
"55";"1050010";"2016JJ00";"   38367";"     0.7";"    20.9";"   39513";"    43.1";"     0.5";"    15.3";"     1.8";"     0.0";"   400.2";"    75.3";"     6.6"
"56";"1050010";"2017JJ00";"   37677";"     0.7";"    20.6";"   38816";"    41.7";"     0.5";"    15.1";"     1.8";"     0.0";"   398.4";"    75.4";"     6.6"
"57";"1050010";"2018JJ00";"   37825";"     0.6";"    20.5";"   38952";"    40.0";"     0.5";"    15.0";"     1.8";"     0.0";"   386.0";"    74.5";"     6.5"
"58";"B000580";"1990JJ00";"   15191";"     0.2";"     6.3";"   15414";"   139.0";"     5.1";"     0.8";"     3.2";"     0.0";"   621.2";"   153.2";"     7.6"
"59";"B000580";"1991JJ00";"   15336";"     0.3";"     5.3";"   15556";"   129.7";"     4.9";"     1.1";"     3.0";"     0.0";"   543.6";"   129.8";"     6.9"
"60";"B000580";"1992JJ00";"   15875";"     0.4";"     5.0";"   16117";"   120.4";"     4.9";"     1.4";"     2.8";"     0.0";"   518.4";"   121.1";"     6.6"
"61";"B000580";"1993JJ00";"   15984";"     0.5";"     4.6";"   16238";"   110.3";"     4.7";"     1.5";"     2.6";"     0.0";"   484.7";"   112.0";"     6.2"
"62";"B000580";"1994JJ00";"   16440";"     0.5";"     4.4";"   16714";"   102.4";"     4.5";"     1.7";"     2.5";"     0.0";"   461.3";"   104.7";"     5.9"
"63";"B000580";"1995JJ00";"   16655";"     0.6";"     4.3";"   16947";"    95.5";"     4.1";"     2.1";"     2.3";"     0.0";"   454.9";"    97.7";"     5.7"
"64";"B000580";"1996JJ00";"   16731";"     0.6";"     4.1";"   17021";"    89.6";"     3.1";"     2.5";"     2.2";"     0.0";"   439.8";"    90.2";"     5.4"
"65";"B000580";"1997JJ00";"   17384";"     0.7";"     3.9";"   17678";"    84.4";"     1.8";"     2.9";"     2.1";"     0.0";"   426.1";"    83.5";"     5.2"
"66";"B000580";"1998JJ00";"   17460";"     0.6";"     3.7";"   17742";"    77.4";"     1.9";"     3.2";"     1.9";"     0.0";"   402.2";"    75.8";"     5.1"
"67";"B000580";"1999JJ00";"   18143";"     0.6";"     3.5";"   18421";"    73.9";"     2.0";"     3.6";"     1.9";"     0.0";"   395.2";"    68.8";"     5.0"
"68";"B000580";"2000JJ00";"   18361";"     0.7";"     3.2";"   18643";"    67.7";"     1.5";"     4.3";"     1.8";"     0.0";"   384.0";"    58.7";"     4.8"
"69";"B000580";"2001JJ00";"   18065";"     0.7";"     3.0";"   18335";"    61.2";"     0.7";"     4.5";"     1.6";"     0.0";"   376.6";"    51.9";"     4.6"
"70";"B000580";"2002JJ00";"   18407";"     0.6";"     2.9";"   18672";"    57.5";"     0.7";"     4.7";"     1.5";"     0.0";"   381.3";"    47.6";"     4.4"
"71";"B000580";"2003JJ00";"   18600";"     0.6";"     2.9";"   18858";"    53.8";"     0.5";"     4.8";"     1.5";"     0.0";"   384.4";"    43.6";"     4.3"
"72";"B000580";"2004JJ00";"   18938";"     0.6";"     2.8";"   19187";"    51.3";"     0.5";"     5.0";"     1.4";"     0.0";"   382.3";"    39.6";"     4.2"
"73";"B000580";"2005JJ00";"   18822";"     0.6";"     2.7";"   19058";"    47.9";"     0.3";"     4.9";"     1.3";"     0.0";"   372.9";"    36.9";"     4.0"
"74";"B000580";"2006JJ00";"   18684";"     0.5";"     2.6";"   18909";"    45.0";"     0.4";"     4.9";"     1.3";"     0.0";"   365.7";"    34.7";"     3.9"
"75";"B000580";"2007JJ00";"   18790";"     0.5";"     2.7";"   19011";"    43.5";"     0.3";"     4.8";"     1.2";"     0.0";"   369.3";"    35.3";"     3.8"
"76";"B000580";"2008JJ00";"   18727";"     0.5";"     2.7";"   18943";"    41.7";"     0.2";"     4.6";"     1.2";"     0.0";"   366.6";"    34.6";"     3.7"
"77";"B000580";"2009JJ00";"   18653";"     0.5";"     2.6";"   18856";"    39.2";"     0.2";"     4.5";"     1.1";"     0.0";"   359.5";"    33.2";"     3.5"
"78";"B000580";"2010JJ00";"   18647";"     0.4";"     2.5";"   18839";"    37.5";"     0.1";"     4.3";"     1.1";"     0.0";"   351.7";"    32.1";"     3.4"
"79";"B000580";"2011JJ00";"   18760";"     0.4";"     2.5";"   18944";"    36.7";"     0.1";"     4.2";"     1.0";"     0.0";"   346.2";"    31.2";"     3.2"
"80";"B000580";"2012JJ00";"   18330";"     0.4";"     2.4";"   18501";"    35.0";"     0.1";"     4.0";"     1.0";"     0.0";"   330.8";"    29.9";"     3.0"
"81";"B000580";"2013JJ00";"   18168";"     0.4";"     2.3";"   18336";"    34.3";"     0.1";"     3.9";"     1.0";"     0.0";"   324.9";"    29.0";"     2.8"
"82";"B000580";"2014JJ00";"   18241";"     0.3";"     2.3";"   18400";"    33.7";"     0.1";"     3.8";"     1.0";"     0.0";"   316.6";"    27.9";"     2.7"
"83";"B000580";"2015JJ00";"   18455";"     0.3";"     2.3";"   18614";"    34.7";"     0.1";"     3.8";"     1.0";"     0.0";"   317.5";"    27.3";"     2.6"
"84";"B000580";"2016JJ00";"   18794";"     0.3";"     2.3";"   18947";"    33.1";"     0.1";"     3.7";"     0.9";"     0.0";"   311.0";"    26.6";"     2.5"
"85";"B000580";"2017JJ00";"   18535";"     0.3";"     2.3";"   18688";"    32.4";"     0.1";"     3.8";"     0.9";"     0.0";"   308.6";"    26.6";"     2.4"
"86";"B000580";"2018JJ00";"   18747";"     0.3";"     2.2";"   18887";"    30.9";"     0.1";"     3.6";"     0.9";"     0.0";"   295.7";"    25.3";"     2.4"
"87";"B000581";"1990JJ00";"   22610";"     0.2";"    22.3";"   23229";"    23.5";"     1.1";"    13.9";"     1.4";"   678.7";"    87.8";"    52.6";"     5.1"
"88";"B000581";"1991JJ00";"   25692";"     0.2";"    24.3";"   26363";"    25.9";"     1.0";"    13.9";"     1.4";"   571.8";"    85.6";"    52.6";"     5.0"
"89";"B000581";"1992JJ00";"   23739";"     0.2";"    22.7";"   24371";"    23.3";"     0.9";"    14.2";"     1.4";"   464.9";"    83.4";"    52.5";"     4.9"
"90";"B000581";"1993JJ00";"   24877";"     0.2";"    23.2";"   25530";"    24.4";"     0.9";"    14.2";"     1.4";"   358.0";"    81.3";"    52.4";"     4.8"
"91";"B000581";"1994JJ00";"   23383";"     0.2";"    22.1";"   24007";"    22.9";"     0.8";"    14.0";"     1.3";"   251.2";"    79.1";"    52.4";"     4.7"
"92";"B000581";"1995JJ00";"   25215";"     0.3";"    23.5";"   25945";"    25.3";"     0.7";"    11.5";"     1.2";"   144.3";"    92.6";"    54.1";"     5.2"
"93";"B000581";"1996JJ00";"   29125";"     0.3";"    26.3";"   29950";"    28.8";"     0.7";"    11.4";"     1.3";"    58.5";"    93.7";"    56.2";"     5.1"
"94";"B000581";"1997JJ00";"   24725";"     0.3";"    23.0";"   25465";"    24.3";"     0.6";"    11.5";"     1.2";"    48.8";"    92.5";"    53.9";"     5.1"
"95";"B000581";"1998JJ00";"   23646";"     0.3";"    22.1";"   24374";"    22.8";"     0.6";"    11.6";"     1.2";"    42.1";"    90.7";"    48.9";"     5.1"
"96";"B000581";"1999JJ00";"   22510";"     0.3";"    21.1";"   23174";"    22.3";"     0.5";"    11.7";"     1.2";"    45.1";"    81.2";"    46.9";"     4.9"
"97";"B000581";"2000JJ00";"   22522";"     0.3";"    21.0";"   23397";"    21.5";"     0.5";"    10.1";"     1.1";"    39.1";"    89.1";"    51.0";"     5.2"
"98";"B000581";"2001JJ00";"   23758";"     0.2";"    21.6";"   24594";"    22.9";"     0.5";"    11.5";"     1.2";"    34.7";"    88.0";"    50.5";"     4.9"
"99";"B000581";"2002JJ00";"   22965";"     0.2";"    20.9";"   23763";"    22.1";"     0.4";"    11.4";"     1.2";"    30.9";"    84.5";"    49.4";"     5.0"
"100";"B000581";"2003JJ00";"   23501";"     0.3";"    21.3";"   24342";"    21.9";"     0.4";"    11.2";"     1.1";"    27.6";"    85.3";"    49.4";"     5.1"
"101";"B000581";"2004JJ00";"   22613";"     0.3";"    20.6";"   23491";"    19.5";"     0.4";"    11.1";"     1.1";"    24.2";"    86.9";"    48.7";"     4.9"
"102";"B000581";"2005JJ00";"   21900";"     0.3";"    20.3";"   22782";"    18.1";"     0.4";"    11.6";"     1.1";"    21.3";"    89.2";"    49.4";"     4.9"
"103";"B000581";"2006JJ00";"   22134";"     0.3";"    20.3";"   23051";"    16.3";"     0.4";"    11.3";"     1.0";"    18.3";"    91.9";"    50.0";"     5.0"
"104";"B000581";"2007JJ00";"   20002";"     0.3";"    18.5";"   20906";"    14.4";"     0.4";"    10.9";"     1.0";"    15.3";"    90.2";"    50.2";"     4.9"
"105";"B000581";"2008JJ00";"   22350";"     0.3";"    20.2";"   23324";"    15.2";"     0.4";"    10.1";"     0.9";"    12.3";"    90.1";"    49.2";"     4.9"
"106";"B000581";"2009JJ00";"   22266";"     0.4";"    20.2";"   23263";"    14.7";"     0.4";"    10.1";"     0.9";"     9.4";"    89.7";"    48.8";"     4.8"
"107";"B000581";"2010JJ00";"   25579";"     0.4";"    22.5";"   26636";"    15.8";"     0.4";"    10.5";"     1.0";"     6.4";"    90.4";"    49.2";"     4.8"
"108";"B000581";"2011JJ00";"   20409";"     0.3";"    18.9";"   21402";"    12.6";"     0.4";"    10.8";"     0.9";"     3.4";"    87.4";"    47.5";"     4.6"
"109";"B000581";"2012JJ00";"   21679";"     0.3";"    19.8";"   22685";"    12.6";"     0.4";"    11.1";"     0.9";"     0.4";"    87.5";"    49.0";"     4.6"
"110";"B000581";"2013JJ00";"   22923";"     0.4";"    20.8";"   23947";"    12.6";"     0.4";"    11.7";"     1.0";"     0.0";"    88.3";"    49.2";"     4.4"
"111";"B000581";"2014JJ00";"   17748";"     0.3";"    17.2";"   18687";"    10.2";"     0.4";"    11.3";"     0.9";"     0.0";"    87.2";"    48.9";"     4.6"
"112";"B000581";"2015JJ00";"   18837";"     0.4";"    18.0";"   19806";"    10.2";"     0.4";"    11.3";"     0.9";"     0.0";"    88.2";"    48.6";"     4.3"
"113";"B000581";"2016JJ00";"   19573";"     0.4";"    18.6";"   20566";"    10.0";"     0.4";"    11.5";"     0.9";"     0.0";"    89.2";"    48.7";"     4.1"
"114";"B000581";"2017JJ00";"   19142";"     0.4";"    18.3";"   20127";"     9.3";"     0.4";"    11.3";"     0.9";"     0.0";"    89.8";"    48.9";"     4.1"
"115";"B000581";"2018JJ00";"   19078";"     0.4";"    18.4";"   20065";"     9.0";"     0.4";"    11.5";"     0.9";"     0.0";"    90.4";"    49.2";"     4.1"
"116";"T001081";"1990JJ00";"  139831";"    60.4";"   698.5";"  183570";"   609.9";"   241.4";"   336.7";"    40.6";"  5471.3";"   485.0";"   402.1";"    67.1"
"117";"T001081";"1991JJ00";"  145610";"    60.9";"   713.4";"  188472";"   599.8";"   206.9";"   341.0";"    39.5";"  4494.7";"   531.9";"   378.2";"    63.9"
"118";"T001081";"1992JJ00";"  147497";"    61.7";"   711.1";"  191574";"   610.1";"   205.5";"   282.0";"    36.3";"  3518.1";"   552.3";"   354.6";"    61.1"
"119";"T001081";"1993JJ00";"  147180";"    62.5";"   708.7";"  192155";"   605.8";"   200.1";"   296.3";"    36.8";"  2541.5";"   538.7";"   331.5";"    57.9"
"120";"T001081";"1994JJ00";"  150519";"    60.9";"   686.5";"  196281";"   591.1";"   190.7";"   263.5";"    34.3";"  1564.8";"   490.5";"   307.6";"    54.6"
"121";"T001081";"1995JJ00";"  150756";"    60.5";"   681.8";"  195622";"   578.1";"   189.7";"   210.9";"    30.9";"   588.2";"   408.3";"   281.9";"    51.5"
"122";"T001081";"1996JJ00";"  156559";"    60.6";"   667.7";"  203365";"   569.8";"   184.0";"   165.5";"    27.9";"   431.3";"   398.4";"   267.6";"    46.4"
"123";"T001081";"1997JJ00";"  155761";"    59.8";"   620.9";"  202000";"   560.0";"   173.3";"   161.9";"    27.1";"   319.4";"   369.0";"   247.5";"    43.6"
"124";"T001081";"1998JJ00";"  158547";"    57.8";"   611.6";"  204742";"   553.8";"   171.6";"   148.8";"    26.1";"   205.2";"   358.4";"   243.1";"    42.8"
"125";"T001081";"1999JJ00";"  156028";"    55.6";"   599.1";"  195339";"   575.5";"   174.8";"   144.1";"    26.4";"   196.5";"   348.8";"   237.9";"    43.3"
"126";"T001081";"2000JJ00";"  157571";"    53.8";"   578.3";"  194477";"   566.3";"   161.1";"   162.5";"    26.9";"   183.0";"   337.4";"   229.3";"    43.4"
"127";"T001081";"2001JJ00";"  161956";"    50.6";"   573.4";"  195006";"   559.1";"   159.4";"   154.6";"    26.2";"   168.5";"   337.2";"   206.5";"    42.0"
"128";"T001081";"2002JJ00";"  161661";"    47.9";"   547.7";"  193830";"   540.1";"   144.9";"   147.5";"    24.9";"   146.8";"   324.2";"   196.5";"    40.4"
"129";"T001081";"2003JJ00";"  164033";"    47.5";"   537.9";"  193986";"   543.6";"   142.1";"   144.0";"    24.7";"   122.8";"   314.1";"   193.3";"    38.1"
"130";"T001081";"2004JJ00";"  167126";"    48.9";"   536.9";"  197146";"   538.8";"   141.1";"   142.4";"    24.5";"   117.4";"   332.2";"   178.6";"    36.9"
"131";"T001081";"2005JJ00";"  165680";"    48.7";"   539.1";"  195466";"   539.8";"   144.7";"   138.7";"    24.4";"   111.9";"   321.3";"   185.2";"    36.5"
"132";"T001081";"2006JJ00";"  159507";"    48.5";"   538.8";"  189458";"   502.4";"   128.8";"   141.8";"    23.3";"   106.3";"   328.7";"   179.2";"    34.1"
"133";"T001081";"2007JJ00";"  163171";"    43.0";"   558.3";"  192171";"   506.0";"   128.6";"   138.7";"    23.2";"   100.5";"   320.2";"   182.2";"    34.2"
"134";"T001081";"2008JJ00";"  164955";"    30.4";"   579.3";"  190693";"   492.8";"   103.5";"   126.1";"    21.4";"    94.6";"   327.6";"   178.3";"    32.1"
"135";"T001081";"2009JJ00";"  160583";"    29.7";"   579.2";"  186115";"   455.2";"    87.7";"   123.7";"    19.9";"    88.7";"   284.2";"   180.7";"    30.1"
"136";"T001081";"2010JJ00";"  168958";"    28.7";"   586.4";"  194753";"   440.4";"    74.9";"   119.8";"    18.9";"    82.8";"   288.6";"   190.7";"    28.6"
"137";"T001081";"2011JJ00";"  161794";"    28.1";"   578.9";"  186912";"   409.3";"    61.1";"   116.4";"    17.6";"    77.1";"   274.5";"   190.1";"    27.0"
"138";"T001081";"2012JJ00";"  159164";"    27.6";"   571.0";"  183849";"   397.8";"    61.8";"   110.4";"    17.1";"    71.4";"   264.7";"   187.2";"    25.8"
"139";"T001081";"2013JJ00";"  157309";"    28.2";"   577.4";"  181936";"   398.4";"    60.1";"   109.1";"    16.9";"    68.5";"   247.8";"   185.0";"    25.7"
"140";"T001081";"2014JJ00";"  157773";"    28.7";"   574.3";"  182022";"   381.6";"    58.8";"   113.5";"    16.8";"    66.1";"   240.1";"   175.4";"    25.4"
"141";"T001081";"2015JJ00";"  164141";"    29.5";"   589.7";"  189210";"   371.9";"    45.8";"   114.7";"    16.2";"    64.0";"   242.2";"   184.0";"    24.4"
"142";"T001081";"2016JJ00";"  163308";"    28.4";"   602.1";"  188406";"   361.7";"    39.4";"   113.7";"    15.8";"    62.1";"   234.3";"   182.5";"    23.3"
"143";"T001081";"2017JJ00";"  161643";"    29.2";"   598.1";"  186770";"   355.5";"    37.7";"   117.9";"    15.8";"    60.3";"   228.8";"   183.0";"    23.0"
"144";"T001081";"2018JJ00";"  158051";"    28.6";"   576.5";"  182588";"   346.5";"    36.0";"   117.2";"    15.5";"    58.8";"   226.2";"   176.5";"    22.4"
"145";"301000 ";"1990JJ00";"   10260";"    34.3";"   589.8";"   35241";"    95.8";"     5.3";"   331.2";"    21.7";"     0.0";"    13.2";"   104.0";"     7.3"
"146";"301000 ";"1991JJ00";"   11241";"    34.8";"   598.9";"   36599";"    97.7";"     5.1";"   335.1";"    22.0";"     0.0";"    13.5";"    97.9";"     7.3"
"147";"301000 ";"1992JJ00";"   10962";"    35.4";"   595.3";"   36384";"    97.2";"     5.0";"   276.0";"    18.5";"     0.0";"    13.4";"    91.6";"     7.2"
"148";"301000 ";"1993JJ00";"   11448";"    34.5";"   591.2";"   36504";"    99.9";"     4.9";"   290.5";"    19.4";"     0.0";"    13.7";"    85.5";"     7.2"
"149";"301000 ";"1994JJ00";"   10885";"    33.3";"   571.6";"   35093";"   101.2";"     5.0";"   257.4";"    17.5";"     0.0";"    13.7";"    79.4";"     7.1"
"150";"301000 ";"1995JJ00";"   10948";"    34.1";"   567.1";"   35293";"    97.0";"     5.2";"   205.5";"    14.3";"     0.0";"    14.0";"    71.5";"     7.2"
"151";"301000 ";"1996JJ00";"   11650";"    34.1";"   556.1";"   35722";"    92.0";"     5.0";"   160.5";"    11.6";"     0.0";"    13.5";"    72.3";"     7.7"
"152";"301000 ";"1997JJ00";"   10234";"    33.4";"   533.1";"   33547";"    89.4";"     5.1";"   157.3";"    11.3";"     0.0";"    13.1";"    73.0";"     7.7"
"153";"301000 ";"1998JJ00";"   10161";"    31.5";"   524.0";"   32656";"    88.2";"     5.3";"   144.4";"    10.6";"     0.0";"    12.9";"    74.0";"     7.8"
"154";"301000 ";"1999JJ00";"    9913";"    30.4";"   517.7";"   31912";"    86.6";"     5.2";"   139.9";"    10.3";"     0.0";"    13.0";"    74.9";"     7.9"
"155";"301000 ";"2000JJ00";"   10114";"    28.1";"   500.0";"   31081";"    86.4";"     5.6";"   158.3";"    11.4";"     0.0";"    13.0";"    76.0";"     7.6"
"156";"301000 ";"2001JJ00";"    9854";"    26.8";"   496.2";"   30394";"    82.8";"     5.8";"   150.1";"    10.8";"     0.0";"    12.9";"    74.2";"     7.6"
"157";"301000 ";"2002JJ00";"    9256";"    25.1";"   470.6";"   28652";"    78.3";"     5.3";"   143.3";"    10.3";"     0.0";"    12.4";"    72.3";"     7.4"
"158";"301000 ";"2003JJ00";"    9327";"    24.5";"   462.0";"   28367";"    77.9";"     5.8";"   139.6";"    10.1";"     0.0";"    12.2";"    78.4";"     6.7"
"159";"301000 ";"2004JJ00";"    9431";"    24.0";"   462.5";"   28370";"    76.5";"     5.7";"   137.2";"     9.9";"     0.0";"    11.9";"    71.2";"     7.1"
"160";"301000 ";"2005JJ00";"    9759";"    23.6";"   462.0";"   28581";"    76.5";"     5.9";"   134.2";"     9.7";"     0.0";"    11.9";"    69.8";"     7.3"
"161";"301000 ";"2006JJ00";"    9118";"    23.6";"   467.4";"   28118";"    75.3";"     5.0";"   137.6";"     9.9";"     0.0";"    11.5";"    69.9";"     7.1"
"162";"301000 ";"2007JJ00";"    9724";"    22.5";"   484.0";"   28820";"    75.2";"     4.2";"   134.7";"     9.7";"     0.0";"    11.5";"    72.8";"     7.3"
"163";"301000 ";"2008JJ00";"   10525";"    22.0";"   503.7";"   29991";"    73.9";"     2.5";"   122.0";"     8.9";"     0.0";"    11.5";"    73.9";"     7.3"
"164";"301000 ";"2009JJ00";"   10556";"    21.0";"   511.4";"   29960";"    70.4";"     1.9";"   119.8";"     8.6";"     0.0";"    11.3";"    84.4";"     7.2"
"165";"301000 ";"2010JJ00";"   12216";"    21.0";"   515.4";"   31715";"    67.7";"     1.9";"   116.2";"     8.4";"     0.0";"    11.7";"    85.1";"     7.2"
"166";"301000 ";"2011JJ00";"   11091";"    20.3";"   508.3";"   30206";"    64.3";"     1.2";"   112.5";"     8.1";"     0.0";"    11.2";"    86.4";"     7.6"
"167";"301000 ";"2012JJ00";"   10958";"    19.7";"   502.9";"   29777";"    60.2";"     0.9";"   106.8";"     7.6";"     0.0";"    10.9";"    86.1";"     7.3"
"168";"301000 ";"2013JJ00";"   10762";"    20.3";"   513.5";"   29939";"    60.5";"     0.9";"   105.8";"     7.6";"     0.0";"    10.7";"    90.3";"     7.2"
"169";"301000 ";"2014JJ00";"    9633";"    20.5";"   511.2";"   28774";"    59.0";"     0.9";"   110.3";"     7.8";"     0.0";"    10.3";"    82.8";"     7.3"
"170";"301000 ";"2015JJ00";"   10017";"    21.2";"   529.4";"   29839";"    59.9";"     0.4";"   111.4";"     7.9";"     0.0";"    10.2";"    94.6";"     7.2"
"171";"301000 ";"2016JJ00";"    9927";"    20.8";"   542.6";"   29952";"    58.4";"     0.2";"   110.1";"     7.7";"     0.0";"    10.0";"   100.3";"     7.1"
"172";"301000 ";"2017JJ00";"   10199";"    21.3";"   541.7";"   30363";"    57.2";"     0.3";"   114.2";"     8.0";"     0.0";"    10.1";"    99.6";"     6.9"
"173";"301000 ";"2018JJ00";"   10302";"    21.2";"   520.8";"   29911";"    56.9";"     0.3";"   113.5";"     7.9";"     0.0";"    10.2";"    93.8";"     6.9"
"174";"300002 ";"1990JJ00";"   97539";"    24.9";"    96.6";"  115640";"   205.0";"   169.2";"     4.8";"    10.0";"  3608.7";"   311.1";"   171.4";"    36.6"
"175";"300002 ";"1991JJ00";"  100419";"    24.8";"    97.4";"  117128";"   189.4";"   137.5";"     5.1";"     8.7";"  2985.1";"   303.3";"   161.2";"    33.9"
"176";"300002 ";"1992JJ00";"  101713";"    25.0";"    98.3";"  119547";"   189.9";"   131.5";"     5.3";"     8.5";"  2361.5";"   294.8";"   150.8";"    31.1"
"177";"300002 ";"1993JJ00";"   98867";"    26.7";"    99.2";"  117941";"   179.2";"   122.8";"     5.0";"     8.0";"  1737.9";"   285.6";"   140.3";"    28.2"
"178";"300002 ";"1994JJ00";"  102549";"    26.3";"   100.7";"  123361";"   164.2";"   110.3";"     5.3";"     7.3";"  1114.3";"   275.8";"   129.8";"    25.3"
"179";"300002 ";"1995JJ00";"  101825";"    25.1";"   101.7";"  121474";"   158.6";"   109.3";"     4.5";"     7.1";"   490.7";"   265.6";"   120.7";"    23.2"
"180";"300002 ";"1996JJ00";"  104435";"    25.2";"    97.2";"  126223";"   155.5";"   104.9";"     4.1";"     6.9";"   371.3";"   262.5";"   113.2";"    18.2"
"181";"300002 ";"1997JJ00";"  105036";"    25.0";"    73.1";"  126998";"   143.9";"    95.0";"     3.7";"     6.3";"   279.4";"   237.8";"    99.0";"    15.5"
"182";"300002 ";"1998JJ00";"  107122";"    25.1";"    73.2";"  129856";"   130.8";"    85.5";"     3.4";"     5.7";"   185.2";"   233.2";"    96.4";"    14.7"
"183";"300002 ";"1999JJ00";"  103253";"    23.9";"    66.6";"  119677";"   129.2";"    75.7";"     3.1";"     5.4";"   161.5";"   224.3";"    92.8";"    13.7"
"184";"300002 ";"2000JJ00";"  104421";"    24.5";"    63.9";"  118971";"   117.7";"    62.6";"     3.1";"     4.7";"   152.9";"   218.7";"    89.8";"    14.0"
"185";"300002 ";"2001JJ00";"  107941";"    22.5";"    63.3";"  119274";"   115.9";"    66.4";"     3.2";"     4.8";"   141.5";"   214.7";"    73.0";"    13.3"
"186";"300002 ";"2002JJ00";"  109129";"    21.6";"    63.1";"  120876";"   114.3";"    60.0";"     2.9";"     4.5";"   121.8";"   206.0";"    69.0";"    13.6"
"187";"300002 ";"2003JJ00";"  110614";"    21.8";"    62.2";"  120484";"   114.2";"    56.1";"     3.0";"     4.4";"    97.8";"   198.6";"    63.5";"    12.5"
"188";"300002 ";"2004JJ00";"  112560";"    23.8";"    60.8";"  122535";"   107.8";"    58.9";"     3.7";"     4.4";"    92.4";"   218.4";"    60.4";"    11.8"
"189";"300002 ";"2005JJ00";"  111012";"    24.0";"    63.8";"  120901";"   106.0";"    57.7";"     3.0";"     4.3";"    86.9";"   204.9";"    62.9";"    10.9"
"190";"300002 ";"2006JJ00";"  105929";"    23.8";"    58.6";"  115770";"   100.5";"    58.0";"     2.7";"     4.2";"    81.3";"   209.3";"    58.7";"    10.9"
"191";"300002 ";"2007JJ00";"  108838";"    19.5";"    61.0";"  117525";"    90.8";"    54.7";"     2.4";"     3.8";"    75.5";"   198.2";"    58.3";"    10.3"
"192";"300002 ";"2008JJ00";"  108949";"     7.3";"    62.0";"  113938";"    85.3";"    47.0";"     2.5";"     3.5";"    69.6";"   201.8";"    56.4";"     9.6"
"193";"300002 ";"2009JJ00";"  106347";"     7.5";"    54.3";"  111187";"    74.4";"    34.6";"     2.3";"     2.8";"    63.7";"   163.5";"    49.7";"     8.7"
